Comment ID,comment,sentiment
4494,Highly recommended!,Positive
4495,Excellent quality.,Positive
4496,I neither liked nor disliked it.,Neutral
4497,Would not recommend.,Negative
4498,This is terrible.,Negative
4499,I absolutely loved this!,Positive
4500,Worst experience ever.,Negative
4501,It’s decent.,Neutral
4502,"Fine, I guess.",Neutral
4503,Just average.,Neutral
4504,This made my day better.,Positive
4505,So-so experience.,Neutral
4506,This was amazing!,Positive
4507,Waste of time.,Negative
4508,Not helpful at all.,Negative
4509,I absolutely loved this!,Positive
4510,Brilliant work!,Positive
4511,Superb content!,Positive
4512,Highly recommended!,Positive
4513,"Fine, I guess.",Neutral
4514,This was amazing!,Positive
4515,Great explanation!,Positive
4516,Superb content!,Positive
4517,It’s alright.,Neutral
4518,This was amazing!,Positive
4519,"Very helpful, thanks!",Positive
4520,Completely useless.,Negative
4521,Neutral feelings about this.,Neutral
4522,This was amazing!,Positive
4523,So-so experience.,Neutral
4524,So-so experience.,Neutral
4525,Nothing special.,Neutral
4526,I absolutely loved this!,Positive
4527,This made my day better.,Positive
4528,It's okay.,Neutral
4529,It’s decent.,Neutral
4530,Nothing special.,Neutral
4531,Nothing special.,Neutral
4532,Superb content!,Positive
4533,Nothing special.,Neutral
4534,This was amazing!,Positive
4535,Would not recommend.,Negative
4536,Really appreciate this.,Positive
4537,Very poor explanation.,Negative
4538,It’s alright.,Neutral
4539,Waste of time.,Negative
4540,This was amazing!,Positive
4541,I'm disappointed.,Negative
4542,Worst experience ever.,Negative
4543,I neither liked nor disliked it.,Neutral
4544,Nothing special.,Neutral
4545,Brilliant work!,Positive
4546,This is terrible.,Negative
4547,Neutral feelings about this.,Neutral
4548,This was amazing!,Positive
4549,"Fine, I guess.",Neutral
4550,It’s decent.,Neutral
4551,It’s alright.,Neutral
4552,Nothing special.,Neutral
4553,Great explanation!,Positive
4554,Superb content!,Positive
4555,So-so experience.,Neutral
4556,Neutral feelings about this.,Neutral
4557,I hated it.,Negative
4558,Really bad.,Negative
4559,This was amazing!,Positive
4560,Great explanation!,Positive
4561,Excellent quality.,Positive
4562,Highly recommended!,Positive
4563,This is terrible.,Negative
4564,It’s alright.,Neutral
4565,"Fine, I guess.",Neutral
4566,Nothing special.,Neutral
4567,I absolutely loved this!,Positive
4568,Neutral feelings about this.,Neutral
4569,Would not recommend.,Negative
4570,I hated it.,Negative
4571,This made my day better.,Positive
4572,Neutral feelings about this.,Neutral
4573,Worst experience ever.,Negative
4574,It's okay.,Neutral
4575,Waste of time.,Negative
4576,"Could be better, could be worse.",Neutral
4577,Just average.,Neutral
4578,Really appreciate this.,Positive
4579,Completely useless.,Negative
4580,Superb content!,Positive
4581,This is terrible.,Negative
4582,Very poor explanation.,Negative
4583,"Very helpful, thanks!",Positive
4584,Nothing special.,Neutral
4585,Great explanation!,Positive
4586,It’s alright.,Neutral
4587,I absolutely loved this!,Positive
4588,Waste of time.,Negative
4589,It's okay.,Neutral
4590,Brilliant work!,Positive
4591,Neutral feelings about this.,Neutral
4592,Brilliant work!,Positive
4593,Just average.,Neutral
4594,So-so experience.,Neutral
4595,This is terrible.,Negative
4596,Just average.,Neutral
4597,"Could be better, could be worse.",Neutral
4598,This was amazing!,Positive
4599,"Very helpful, thanks!",Positive
4600,Neutral feelings about this.,Neutral
4601,Brilliant work!,Positive
4602,Brilliant work!,Positive
4603,This made my day better.,Positive
4604,Would not recommend.,Negative
4605,"Very helpful, thanks!",Positive
4606,Would not recommend.,Negative
4607,Worst experience ever.,Negative
4608,Highly recommended!,Positive
4609,"Very helpful, thanks!",Positive
4610,Great explanation!,Positive
4611,I'm disappointed.,Negative
4612,It’s alright.,Neutral
4613,Superb content!,Positive
4614,Superb content!,Positive
4615,Worst experience ever.,Negative
4616,It’s alright.,Neutral
4617,Not helpful at all.,Negative
4618,"Could be better, could be worse.",Neutral
4619,Not helpful at all.,Negative
4620,Very poor explanation.,Negative
4621,Would not recommend.,Negative
4622,This was amazing!,Positive
4623,I absolutely loved this!,Positive
4624,It’s decent.,Neutral
4625,Worst experience ever.,Negative
4626,"Could be better, could be worse.",Neutral
4627,Neutral feelings about this.,Neutral
4628,Would not recommend.,Negative
4629,I neither liked nor disliked it.,Neutral
4630,Really appreciate this.,Positive
4631,This is terrible.,Negative
4632,Really bad.,Negative
4633,Neutral feelings about this.,Neutral
4634,I hated it.,Negative
4635,"Fine, I guess.",Neutral
4636,Excellent quality.,Positive
4637,"Could be better, could be worse.",Neutral
4638,Neutral feelings about this.,Neutral
4639,Neutral feelings about this.,Neutral
4640,Worst experience ever.,Negative
4641,I'm disappointed.,Negative
4642,This is terrible.,Negative
4643,Just average.,Neutral
4644,I neither liked nor disliked it.,Neutral
4645,It’s alright.,Neutral
4646,It’s alright.,Neutral
4647,Really bad.,Negative
4648,It's okay.,Neutral
4649,"Fine, I guess.",Neutral
4650,"Very helpful, thanks!",Positive
4651,Excellent quality.,Positive
4652,Superb content!,Positive
4653,Highly recommended!,Positive
4654,So-so experience.,Neutral
4655,"Could be better, could be worse.",Neutral
4656,This made my day better.,Positive
4657,Very poor explanation.,Negative
4658,Really bad.,Negative
4659,Would not recommend.,Negative
4660,Excellent quality.,Positive
4661,Not helpful at all.,Negative
4662,Worst experience ever.,Negative
4663,Great explanation!,Positive
4664,It's okay.,Neutral
4665,It’s decent.,Neutral
4666,This made my day better.,Positive
4667,Brilliant work!,Positive
4668,I hated it.,Negative
4669,Really appreciate this.,Positive
4670,Just average.,Neutral
4671,Excellent quality.,Positive
4672,I'm disappointed.,Negative
4673,Just average.,Neutral
4674,Just average.,Neutral
4675,Worst experience ever.,Negative
4676,Completely useless.,Negative
4677,So-so experience.,Neutral
4678,Great explanation!,Positive
4679,Just average.,Neutral
4680,Would not recommend.,Negative
4681,Great explanation!,Positive
4682,I hated it.,Negative
4683,I hated it.,Negative
4684,Highly recommended!,Positive
4685,Great explanation!,Positive
4686,Waste of time.,Negative
4687,Would not recommend.,Negative
4688,Really appreciate this.,Positive
4689,I absolutely loved this!,Positive
4690,I absolutely loved this!,Positive
4691,Just average.,Neutral
4692,It’s decent.,Neutral
4693,So-so experience.,Neutral
4694,Really bad.,Negative
4695,Brilliant work!,Positive
4696,"Very helpful, thanks!",Positive
4697,Worst experience ever.,Negative
4698,Really appreciate this.,Positive
4699,Very poor explanation.,Negative
4700,"Fine, I guess.",Neutral
4701,I hated it.,Negative
4702,Waste of time.,Negative
4703,This made my day better.,Positive
4704,I hated it.,Negative
4705,Would not recommend.,Negative
4706,Great explanation!,Positive
4707,I'm disappointed.,Negative
4708,Highly recommended!,Positive
4709,Would not recommend.,Negative
4710,It's okay.,Neutral
4711,Neutral feelings about this.,Neutral
4712,"Could be better, could be worse.",Neutral
4713,I absolutely loved this!,Positive
4714,So-so experience.,Neutral
4715,This made my day better.,Positive
4716,"Fine, I guess.",Neutral
4717,Very poor explanation.,Negative
4718,"Fine, I guess.",Neutral
4719,It's okay.,Neutral
4720,Highly recommended!,Positive
4721,"Fine, I guess.",Neutral
4722,Neutral feelings about this.,Neutral
4723,Great explanation!,Positive
4724,Waste of time.,Negative
4725,I hated it.,Negative
4726,"Very helpful, thanks!",Positive
4727,Superb content!,Positive
4728,It’s alright.,Neutral
4729,Superb content!,Positive
4730,This made my day better.,Positive
4731,Very poor explanation.,Negative
4732,This was amazing!,Positive
4733,It’s alright.,Neutral
4734,Great explanation!,Positive
4735,Just average.,Neutral
4736,This is terrible.,Negative
4737,"Could be better, could be worse.",Neutral
4738,Would not recommend.,Negative
4739,I'm disappointed.,Negative
4740,Excellent quality.,Positive
4741,"Very helpful, thanks!",Positive
4742,I neither liked nor disliked it.,Neutral
4743,This was amazing!,Positive
4744,Just average.,Neutral
4745,Highly recommended!,Positive
4746,Really bad.,Negative
4747,Brilliant work!,Positive
4748,Very poor explanation.,Negative
4749,This was amazing!,Positive
4750,Excellent quality.,Positive
4751,It’s decent.,Neutral
4752,Just average.,Neutral
4753,I hated it.,Negative
4754,It's okay.,Neutral
4755,I absolutely loved this!,Positive
4756,"Fine, I guess.",Neutral
4757,Superb content!,Positive
4758,This was amazing!,Positive
4759,This was amazing!,Positive
4760,It’s decent.,Neutral
4761,Just average.,Neutral
4762,Highly recommended!,Positive
4763,This is terrible.,Negative
4764,Really appreciate this.,Positive
4765,It’s alright.,Neutral
4766,Just average.,Neutral
4767,"Very helpful, thanks!",Positive
4768,I absolutely loved this!,Positive
4769,I'm disappointed.,Negative
4770,"Could be better, could be worse.",Neutral
4771,It's okay.,Neutral
4772,Not helpful at all.,Negative
4773,Neutral feelings about this.,Neutral
4774,Not helpful at all.,Negative
4775,Not helpful at all.,Negative
4776,Very poor explanation.,Negative
4777,Very poor explanation.,Negative
4778,Highly recommended!,Positive
4779,Great explanation!,Positive
4780,"Very helpful, thanks!",Positive
4781,I absolutely loved this!,Positive
4782,"Very helpful, thanks!",Positive
4783,Great explanation!,Positive
4784,Brilliant work!,Positive
4785,This made my day better.,Positive
4786,I absolutely loved this!,Positive
4787,Nothing special.,Neutral
4788,I absolutely loved this!,Positive
4789,Brilliant work!,Positive
4790,Really bad.,Negative
4791,I hated it.,Negative
4792,Highly recommended!,Positive
4793,Would not recommend.,Negative
4794,Worst experience ever.,Negative
4795,It’s decent.,Neutral
4796,"Very helpful, thanks!",Positive
4797,Great explanation!,Positive
4798,"Very helpful, thanks!",Positive
4799,Would not recommend.,Negative
4800,Superb content!,Positive
4801,I hated it.,Negative
4802,"Very helpful, thanks!",Positive
4803,I absolutely loved this!,Positive
4804,"Very helpful, thanks!",Positive
4805,Neutral feelings about this.,Neutral
4806,"Very helpful, thanks!",Positive
4807,This was amazing!,Positive
4808,Superb content!,Positive
4809,This was amazing!,Positive
4810,This made my day better.,Positive
4811,Really appreciate this.,Positive
4812,Waste of time.,Negative
4813,Great explanation!,Positive
4814,It's okay.,Neutral
4815,Superb content!,Positive
4816,Nothing special.,Neutral
4817,It’s decent.,Neutral
4818,"Could be better, could be worse.",Neutral
4819,I hated it.,Negative
4820,This is terrible.,Negative
4821,Great explanation!,Positive
4822,This was amazing!,Positive
4823,Excellent quality.,Positive
4824,Great explanation!,Positive
4825,This is terrible.,Negative
4826,Nothing special.,Neutral
4827,This was amazing!,Positive
4828,Really bad.,Negative
4829,Superb content!,Positive
4830,It's okay.,Neutral
4831,It’s decent.,Neutral
4832,Great explanation!,Positive
4833,It’s alright.,Neutral
4834,I'm disappointed.,Negative
4835,This is terrible.,Negative
4836,Superb content!,Positive
4837,Very poor explanation.,Negative
4838,Great explanation!,Positive
4839,Brilliant work!,Positive
4840,This is terrible.,Negative
4841,"Fine, I guess.",Neutral
4842,So-so experience.,Neutral
4843,I absolutely loved this!,Positive
4844,Would not recommend.,Negative
4845,"Could be better, could be worse.",Neutral
4846,This made my day better.,Positive
4847,Superb content!,Positive
4848,It’s decent.,Neutral
4849,"Very helpful, thanks!",Positive
4850,Really appreciate this.,Positive
4851,I hated it.,Negative
4852,Worst experience ever.,Negative
4853,I neither liked nor disliked it.,Neutral
4854,Superb content!,Positive
4855,Worst experience ever.,Negative
4856,So-so experience.,Neutral
4857,This made my day better.,Positive
4858,Highly recommended!,Positive
4859,"Very helpful, thanks!",Positive
4860,Just average.,Neutral
4861,Highly recommended!,Positive
4862,Excellent quality.,Positive
4863,I'm disappointed.,Negative
4864,Nothing special.,Neutral
4865,It’s decent.,Neutral
4866,Brilliant work!,Positive
4867,This is terrible.,Negative
4868,Not helpful at all.,Negative
4869,Waste of time.,Negative
4870,This was amazing!,Positive
4871,This is terrible.,Negative
4872,Would not recommend.,Negative
4873,Excellent quality.,Positive
4874,"Could be better, could be worse.",Neutral
4875,Not helpful at all.,Negative
4876,Not helpful at all.,Negative
4877,Really bad.,Negative
4878,This is terrible.,Negative
4879,It’s alright.,Neutral
4880,I neither liked nor disliked it.,Neutral
4881,I'm disappointed.,Negative
4882,Great explanation!,Positive
4883,Not helpful at all.,Negative
4884,It’s decent.,Neutral
4885,Would not recommend.,Negative
4886,Just average.,Neutral
4887,"Very helpful, thanks!",Positive
4888,It’s alright.,Neutral
4889,Very poor explanation.,Negative
4890,So-so experience.,Neutral
4891,So-so experience.,Neutral
4892,"Very helpful, thanks!",Positive
4893,Nothing special.,Neutral
4894,I'm disappointed.,Negative
4895,So-so experience.,Neutral
4896,Neutral feelings about this.,Neutral
4897,Great explanation!,Positive
4898,Completely useless.,Negative
4899,Really bad.,Negative
4900,I hated it.,Negative
4901,Highly recommended!,Positive
4902,Nothing special.,Neutral
4903,It’s decent.,Neutral
4904,So-so experience.,Neutral
4905,"Very helpful, thanks!",Positive
4906,This made my day better.,Positive
4907,Really bad.,Negative
4908,Waste of time.,Negative
4909,Highly recommended!,Positive
4910,Great explanation!,Positive
4911,It’s decent.,Neutral
4912,Great explanation!,Positive
4913,Worst experience ever.,Negative
4914,Nothing special.,Neutral
4915,Completely useless.,Negative
4916,This was amazing!,Positive
4917,Superb content!,Positive
4918,Really appreciate this.,Positive
4919,Superb content!,Positive
4920,Completely useless.,Negative
4921,Completely useless.,Negative
4922,Brilliant work!,Positive
4923,So-so experience.,Neutral
4924,It’s decent.,Neutral
4925,Very poor explanation.,Negative
4926,I hated it.,Negative
4927,Worst experience ever.,Negative
4928,Really bad.,Negative
4929,I'm disappointed.,Negative
4930,Really bad.,Negative
4931,Superb content!,Positive
4932,"Fine, I guess.",Neutral
4933,This was amazing!,Positive
4934,Really appreciate this.,Positive
4935,I hated it.,Negative
4936,I absolutely loved this!,Positive
4937,Neutral feelings about this.,Neutral
4938,Worst experience ever.,Negative
4939,Really bad.,Negative
4940,Worst experience ever.,Negative
4941,Really bad.,Negative
4942,Would not recommend.,Negative
4943,Completely useless.,Negative
4944,I hated it.,Negative
4945,I absolutely loved this!,Positive
4946,"Fine, I guess.",Neutral
4947,Highly recommended!,Positive
4948,It’s alright.,Neutral
4949,This made my day better.,Positive
4950,This made my day better.,Positive
4951,Waste of time.,Negative
4952,This made my day better.,Positive
4953,I absolutely loved this!,Positive
4954,I absolutely loved this!,Positive
4955,Great explanation!,Positive
4956,This is terrible.,Negative
4957,"Very helpful, thanks!",Positive
4958,It's okay.,Neutral
4959,"Could be better, could be worse.",Neutral
4960,Excellent quality.,Positive
4961,It's okay.,Neutral
4962,This made my day better.,Positive
4963,It's okay.,Neutral
4964,Excellent quality.,Positive
4965,Waste of time.,Negative
4966,Really appreciate this.,Positive
4967,Worst experience ever.,Negative
4968,I'm disappointed.,Negative
4969,Superb content!,Positive
4970,Highly recommended!,Positive
4971,Highly recommended!,Positive
4972,Would not recommend.,Negative
4973,"Very helpful, thanks!",Positive
4974,Superb content!,Positive
4975,Superb content!,Positive
4976,I absolutely loved this!,Positive
4977,So-so experience.,Neutral
4978,I neither liked nor disliked it.,Neutral
4979,Would not recommend.,Negative
4980,Nothing special.,Neutral
4981,Really bad.,Negative
4982,Excellent quality.,Positive
4983,It’s alright.,Neutral
4984,I hated it.,Negative
4985,Really appreciate this.,Positive
4986,Brilliant work!,Positive
4987,Excellent quality.,Positive
4988,Really bad.,Negative
4989,I absolutely loved this!,Positive
4990,I absolutely loved this!,Positive
4991,Really appreciate this.,Positive
4992,Worst experience ever.,Negative
4993,This made my day better.,Positive
4994,"Fine, I guess.",Neutral
4995,This made my day better.,Positive
4996,It’s alright.,Neutral
4997,Superb content!,Positive
4998,I neither liked nor disliked it.,Neutral
4999,Brilliant work!,Positive
5000,Superb content!,Positive
5001,It’s alright.,Neutral
5002,This made my day better.,Positive
5003,"Fine, I guess.",Neutral
5004,Nothing special.,Neutral
5005,I absolutely loved this!,Positive
5006,Completely useless.,Negative
5007,Nothing special.,Neutral
5008,So-so experience.,Neutral
5009,Highly recommended!,Positive
5010,This made my day better.,Positive
5011,Very poor explanation.,Negative
5012,I hated it.,Negative
5013,It's okay.,Neutral
5014,Would not recommend.,Negative
5015,Great explanation!,Positive
5016,It’s alright.,Neutral
5017,Great explanation!,Positive
5018,Worst experience ever.,Negative
5019,Completely useless.,Negative
5020,This is terrible.,Negative
5021,I'm disappointed.,Negative
5022,I hated it.,Negative
5023,Waste of time.,Negative
5024,Nothing special.,Neutral
5025,"Very helpful, thanks!",Positive
5026,So-so experience.,Neutral
5027,This was amazing!,Positive
5028,It’s decent.,Neutral
5029,I absolutely loved this!,Positive
5030,Just average.,Neutral
5031,Nothing special.,Neutral
5032,"Could be better, could be worse.",Neutral
5033,Just average.,Neutral
5034,This was amazing!,Positive
5035,Excellent quality.,Positive
5036,Great explanation!,Positive
5037,Neutral feelings about this.,Neutral
5038,Great explanation!,Positive
5039,Neutral feelings about this.,Neutral
5040,I absolutely loved this!,Positive
5041,Nothing special.,Neutral
5042,Excellent quality.,Positive
5043,Completely useless.,Negative
5044,Nothing special.,Neutral
5045,This made my day better.,Positive
5046,I absolutely loved this!,Positive
5047,I absolutely loved this!,Positive
5048,I'm disappointed.,Negative
5049,Not helpful at all.,Negative
5050,Really bad.,Negative
5051,Waste of time.,Negative
5052,Brilliant work!,Positive
5053,Completely useless.,Negative
5054,Brilliant work!,Positive
5055,Very poor explanation.,Negative
5056,Waste of time.,Negative
5057,This is terrible.,Negative
5058,I neither liked nor disliked it.,Neutral
5059,Completely useless.,Negative
5060,Brilliant work!,Positive
5061,Superb content!,Positive
5062,"Fine, I guess.",Neutral
5063,It's okay.,Neutral
5064,This made my day better.,Positive
5065,Not helpful at all.,Negative
5066,Really appreciate this.,Positive
5067,I'm disappointed.,Negative
5068,It’s decent.,Neutral
5069,It’s decent.,Neutral
5070,Highly recommended!,Positive
5071,Just average.,Neutral
5072,Neutral feelings about this.,Neutral
5073,It's okay.,Neutral
5074,It’s alright.,Neutral
5075,I absolutely loved this!,Positive
5076,This is terrible.,Negative
5077,I hated it.,Negative
5078,It’s alright.,Neutral
5079,Waste of time.,Negative
5080,Really appreciate this.,Positive
5081,It’s alright.,Neutral
5082,Excellent quality.,Positive
5083,It’s decent.,Neutral
5084,It’s alright.,Neutral
5085,Excellent quality.,Positive
5086,Really appreciate this.,Positive
5087,Completely useless.,Negative
5088,Superb content!,Positive
5089,It's okay.,Neutral
5090,Brilliant work!,Positive
5091,"Fine, I guess.",Neutral
5092,So-so experience.,Neutral
5093,This made my day better.,Positive
5094,Would not recommend.,Negative
5095,Waste of time.,Negative
5096,Really appreciate this.,Positive
5097,Not helpful at all.,Negative
5098,Completely useless.,Negative
5099,Just average.,Neutral
5100,Highly recommended!,Positive
5101,Highly recommended!,Positive
5102,This is terrible.,Negative
5103,Highly recommended!,Positive
5104,This was amazing!,Positive
5105,I absolutely loved this!,Positive
5106,Really appreciate this.,Positive
5107,Waste of time.,Negative
5108,Excellent quality.,Positive
5109,Waste of time.,Negative
5110,This was amazing!,Positive
5111,I neither liked nor disliked it.,Neutral
5112,Really appreciate this.,Positive
5113,I hated it.,Negative
5114,"Fine, I guess.",Neutral
5115,Really appreciate this.,Positive
5116,Very poor explanation.,Negative
5117,Waste of time.,Negative
5118,Brilliant work!,Positive
5119,Worst experience ever.,Negative
5120,Excellent quality.,Positive
5121,Superb content!,Positive
5122,This was amazing!,Positive
5123,Great explanation!,Positive
5124,It’s alright.,Neutral
5125,Would not recommend.,Negative
5126,Nothing special.,Neutral
5127,Very poor explanation.,Negative
5128,Really appreciate this.,Positive
5129,It’s decent.,Neutral
5130,This was amazing!,Positive
5131,This made my day better.,Positive
5132,Very poor explanation.,Negative
5133,Completely useless.,Negative
5134,Would not recommend.,Negative
5135,Not helpful at all.,Negative
5136,Worst experience ever.,Negative
5137,This was amazing!,Positive
5138,Really bad.,Negative
5139,I neither liked nor disliked it.,Neutral
5140,Brilliant work!,Positive
5141,I'm disappointed.,Negative
5142,I neither liked nor disliked it.,Neutral
5143,Great explanation!,Positive
5144,Really bad.,Negative
5145,Completely useless.,Negative
5146,Really appreciate this.,Positive
5147,It's okay.,Neutral
5148,"Could be better, could be worse.",Neutral
5149,Worst experience ever.,Negative
5150,This was amazing!,Positive
5151,Really appreciate this.,Positive
5152,It's okay.,Neutral
5153,This made my day better.,Positive
5154,"Very helpful, thanks!",Positive
5155,Very poor explanation.,Negative
5156,I'm disappointed.,Negative
5157,Nothing special.,Neutral
5158,"Very helpful, thanks!",Positive
5159,Brilliant work!,Positive
5160,Excellent quality.,Positive
5161,Superb content!,Positive
5162,Highly recommended!,Positive
5163,"Very helpful, thanks!",Positive
5164,It’s alright.,Neutral
5165,Not helpful at all.,Negative
5166,It’s decent.,Neutral
5167,This was amazing!,Positive
5168,Very poor explanation.,Negative
5169,Would not recommend.,Negative
5170,Superb content!,Positive
5171,"Very helpful, thanks!",Positive
5172,I hated it.,Negative
5173,Brilliant work!,Positive
5174,It’s decent.,Neutral
5175,This made my day better.,Positive
5176,I'm disappointed.,Negative
5177,Nothing special.,Neutral
5178,Waste of time.,Negative
5179,Superb content!,Positive
5180,I absolutely loved this!,Positive
5181,I absolutely loved this!,Positive
5182,Waste of time.,Negative
5183,Great explanation!,Positive
5184,This made my day better.,Positive
5185,Worst experience ever.,Negative
5186,Really appreciate this.,Positive
5187,I hated it.,Negative
5188,Just average.,Neutral
5189,This made my day better.,Positive
5190,I absolutely loved this!,Positive
5191,Really appreciate this.,Positive
5192,Superb content!,Positive
5193,Really appreciate this.,Positive
5194,I absolutely loved this!,Positive
5195,I absolutely loved this!,Positive
5196,Excellent quality.,Positive
5197,Highly recommended!,Positive
5198,This was amazing!,Positive
5199,Completely useless.,Negative
5200,Superb content!,Positive
5201,Great explanation!,Positive
5202,This made my day better.,Positive
5203,Would not recommend.,Negative
5204,This was amazing!,Positive
5205,So-so experience.,Neutral
5206,Brilliant work!,Positive
5207,This was amazing!,Positive
5208,I neither liked nor disliked it.,Neutral
5209,Not helpful at all.,Negative
5210,Really bad.,Negative
5211,So-so experience.,Neutral
5212,Nothing special.,Neutral
5213,Just average.,Neutral
5214,Superb content!,Positive
5215,This made my day better.,Positive
5216,Really bad.,Negative
5217,"Very helpful, thanks!",Positive
5218,I neither liked nor disliked it.,Neutral
5219,I absolutely loved this!,Positive
5220,Just average.,Neutral
5221,Neutral feelings about this.,Neutral
5222,I absolutely loved this!,Positive
5223,I'm disappointed.,Negative
5224,Very poor explanation.,Negative
5225,Completely useless.,Negative
5226,Not helpful at all.,Negative
5227,Neutral feelings about this.,Neutral
5228,I hated it.,Negative
5229,Completely useless.,Negative
5230,Waste of time.,Negative
5231,"Fine, I guess.",Neutral
5232,Nothing special.,Neutral
5233,Highly recommended!,Positive
5234,This made my day better.,Positive
5235,I hated it.,Negative
5236,It’s decent.,Neutral
5237,"Fine, I guess.",Neutral
5238,It’s alright.,Neutral
5239,Waste of time.,Negative
5240,Really appreciate this.,Positive
5241,I hated it.,Negative
5242,Completely useless.,Negative
5243,It's okay.,Neutral
5244,I neither liked nor disliked it.,Neutral
5245,It's okay.,Neutral
5246,Really bad.,Negative
5247,Very poor explanation.,Negative
5248,I hated it.,Negative
5249,"Very helpful, thanks!",Positive
5250,It’s alright.,Neutral
5251,Just average.,Neutral
5252,Really appreciate this.,Positive
5253,Highly recommended!,Positive
5254,Great explanation!,Positive
5255,Brilliant work!,Positive
5256,"Fine, I guess.",Neutral
5257,Very poor explanation.,Negative
5258,I neither liked nor disliked it.,Neutral
5259,It’s alright.,Neutral
5260,Worst experience ever.,Negative
5261,I hated it.,Negative
5262,Worst experience ever.,Negative
5263,Great explanation!,Positive
5264,Neutral feelings about this.,Neutral
5265,I absolutely loved this!,Positive
5266,I absolutely loved this!,Positive
5267,Waste of time.,Negative
5268,Very poor explanation.,Negative
5269,Great explanation!,Positive
5270,I neither liked nor disliked it.,Neutral
5271,Really bad.,Negative
5272,Completely useless.,Negative
5273,Completely useless.,Negative
5274,"Could be better, could be worse.",Neutral
5275,Completely useless.,Negative
5276,This was amazing!,Positive
5277,Neutral feelings about this.,Neutral
5278,Great explanation!,Positive
5279,It’s decent.,Neutral
5280,Excellent quality.,Positive
5281,Just average.,Neutral
5282,This is terrible.,Negative
5283,This made my day better.,Positive
5284,I'm disappointed.,Negative
5285,Not helpful at all.,Negative
5286,It's okay.,Neutral
5287,Really bad.,Negative
5288,"Could be better, could be worse.",Neutral
5289,Excellent quality.,Positive
5290,This made my day better.,Positive
5291,It's okay.,Neutral
5292,Nothing special.,Neutral
5293,I'm disappointed.,Negative
5294,I'm disappointed.,Negative
5295,Superb content!,Positive
5296,Would not recommend.,Negative
5297,Just average.,Neutral
5298,"Very helpful, thanks!",Positive
5299,Highly recommended!,Positive
5300,Just average.,Neutral
5301,Superb content!,Positive
5302,It's okay.,Neutral
5303,Superb content!,Positive
5304,Neutral feelings about this.,Neutral
5305,Waste of time.,Negative
5306,Highly recommended!,Positive
5307,I absolutely loved this!,Positive
5308,Waste of time.,Negative
5309,It’s alright.,Neutral
5310,Completely useless.,Negative
5311,I absolutely loved this!,Positive
5312,This is terrible.,Negative
5313,This made my day better.,Positive
5314,Superb content!,Positive
5315,Really bad.,Negative
5316,"Fine, I guess.",Neutral
5317,Highly recommended!,Positive
5318,Worst experience ever.,Negative
5319,I neither liked nor disliked it.,Neutral
5320,"Very helpful, thanks!",Positive
5321,I hated it.,Negative
5322,It's okay.,Neutral
5323,"Fine, I guess.",Neutral
5324,Really bad.,Negative
5325,I absolutely loved this!,Positive
5326,It’s decent.,Neutral
5327,Really bad.,Negative
5328,I'm disappointed.,Negative
5329,Nothing special.,Neutral
5330,I absolutely loved this!,Positive
5331,I neither liked nor disliked it.,Neutral
5332,This is terrible.,Negative
5333,Superb content!,Positive
5334,Nothing special.,Neutral
5335,So-so experience.,Neutral
5336,Just average.,Neutral
5337,Worst experience ever.,Negative
5338,I neither liked nor disliked it.,Neutral
5339,Superb content!,Positive
5340,Worst experience ever.,Negative
5341,Just average.,Neutral
5342,I absolutely loved this!,Positive
5343,I absolutely loved this!,Positive
5344,I absolutely loved this!,Positive
5345,This made my day better.,Positive
5346,It’s alright.,Neutral
5347,This is terrible.,Negative
5348,So-so experience.,Neutral
5349,Nothing special.,Neutral
5350,Nothing special.,Neutral
5351,Highly recommended!,Positive
5352,Brilliant work!,Positive
5353,"Very helpful, thanks!",Positive
5354,So-so experience.,Neutral
5355,Excellent quality.,Positive
5356,Very poor explanation.,Negative
5357,Completely useless.,Negative
5358,Great explanation!,Positive
5359,Very poor explanation.,Negative
5360,I absolutely loved this!,Positive
5361,Really appreciate this.,Positive
5362,Superb content!,Positive
5363,Superb content!,Positive
5364,Very poor explanation.,Negative
5365,I hated it.,Negative
5366,I neither liked nor disliked it.,Neutral
5367,Would not recommend.,Negative
5368,"Fine, I guess.",Neutral
5369,Would not recommend.,Negative
5370,I hated it.,Negative
5371,Really bad.,Negative
5372,Very poor explanation.,Negative
5373,I hated it.,Negative
5374,Highly recommended!,Positive
5375,This is terrible.,Negative
5376,It's okay.,Neutral
5377,Really appreciate this.,Positive
5378,It's okay.,Neutral
5379,Very poor explanation.,Negative
5380,It's okay.,Neutral
5381,I neither liked nor disliked it.,Neutral
5382,Nothing special.,Neutral
5383,I hated it.,Negative
5384,Really bad.,Negative
5385,I absolutely loved this!,Positive
5386,I absolutely loved this!,Positive
5387,Really bad.,Negative
5388,Highly recommended!,Positive
5389,This made my day better.,Positive
5390,"Fine, I guess.",Neutral
5391,Very poor explanation.,Negative
5392,This made my day better.,Positive
5393,Not helpful at all.,Negative
5394,Brilliant work!,Positive
5395,Superb content!,Positive
5396,Not helpful at all.,Negative
5397,Neutral feelings about this.,Neutral
5398,"Very helpful, thanks!",Positive
5399,Brilliant work!,Positive
5400,This made my day better.,Positive
5401,This was amazing!,Positive
5402,I neither liked nor disliked it.,Neutral
5403,"Fine, I guess.",Neutral
5404,I'm disappointed.,Negative
5405,I neither liked nor disliked it.,Neutral
